pullover_type,day_of_week,hour,adjusted_point,desired_point,curb_geo,polygon_type
Dropoff,4,16,POINT(-122.42332198438 37.7768290232458),POINT(-122.422740342202 37.7771040893142),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,3,20,POINT(-122.423425333329 37.7768612136313),POINT(-122.422553517808 37.7768759809054),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,3,20,POINT(-122.423425333329 37.7768612136313),POINT(-122.422553517808 37.7768759809054),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,1,10,POINT(-122.426240775333 37.7763211770386),POINT(-122.426021985481 37.776548628992),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,4,14,POINT(-122.425384277859 37.7766123184562),POINT(-122.425428692852 37.7767154845084),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,2,18,POINT(-122.421167619534 37.777089328486),POINT(-122.421440773772 37.7770296073313),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,7,19,POINT(-122.421342521285 37.7772425193096),POINT(-122.421672189555 37.7771324114415),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Dropoff,5,14,POINT(-122.42483021221 37.7766853906467),POINT(-122.424799709135 37.7767751050329),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,5,22,POINT(-122.423001999489 37.7767477208701),POINT(-122.422740342202 37.7771040893142),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,4,7,POINT(-122.42354501405 37.7768050670672),POINT(-122.423447714067 37.7764475016884),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,2,21,POINT(-122.421677806436 37.7770888813592),POINT(-122.422493288041 37.7769778185279),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Dropoff,1,14,POINT(-122.425648520864 37.7765348959759),POINT(-122.425618709309 37.7763708237297),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,4,18,POINT(-122.42332198438 37.7768290232458),POINT(-122.422814397848 37.776811887749),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Dropoff,4,18,POINT(-122.42332198438 37.7768290232458),POINT(-122.422814397848 37.776811887749),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,5,14,POINT(-122.425135069654 37.7766015119388),POINT(-122.425113639795 37.7764600877054),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,2,16,POINT(-122.421163385249 37.7770887404333),POINT(-122.42147862299 37.777017894791),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Dropoff,3,13,POINT(-122.421342521285 37.7772425193096),POINT(-122.422266021896 37.7768752677252),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,7,22,POINT(-122.424655057037 37.7768302824437),POINT(-122.424308807149 37.7768506290156),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,19,POINT(-122.426457490898 37.7764721777419),POINT(-122.426137774796 37.7765553245145),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Pickup,7,19,POINT(-122.426457490898 37.7764721777419),POINT(-122.426137774796 37.7765553245145),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,6,23,POINT(-122.422732219409 37.7768991019104),POINT(-122.423206883257 37.7765015045614),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,2,11,POINT(-122.423864133169 37.7767650064983),POINT(-122.423887291518 37.7764478922996),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,1,18,POINT(-122.426240775333 37.7763211770386),POINT(-122.425974114339 37.7765698235913),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,1,21,POINT(-122.421342521285 37.7772425193096),POINT(-122.422169239206 37.7770470885587),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,7,22,POINT(-122.425942661086 37.7765363877665),POINT(-122.426048513343 37.7765619882325),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,2,23,POINT(-122.426457490898 37.7764721777419),POINT(-122.42627508002 37.7762619171583),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Dropoff,4,20,POINT(-122.425113207741 37.7766043103469),POINT(-122.425002774767 37.7765249385779),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,3,18,POINT(-122.424849741087 37.7766378002019),POINT(-122.424737579614 37.7763838266664),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,7,22,POINT(-122.425212839269 37.776634806121),POINT(-122.425217419033 37.7768120914548),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,2,22,POINT(-122.424387700723 37.7766938332243),POINT(-122.424401440123 37.7767647785693),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,6,22,POINT(-122.424973567904 37.7766673974795),POINT(-122.425036129339 37.7768229963837),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,1,9,POINT(-122.424890094992 37.7766780953956),POINT(-122.424859764756 37.7767995260997),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,6,21,POINT(-122.424655057037 37.7768302824437),POINT(-122.423871737404 37.7767612137508),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,7,18,POINT(-122.424200015146 37.7762641074496),POINT(-122.42392038721 37.776622080057),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,3,16,POINT(-122.421342521285 37.7772425193096),POINT(-122.422447402787 37.7770681198802),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Dropoff,3,19,POINT(-122.423864133169 37.7767650064983),POINT(-122.424029697972 37.7768991780854),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,1,16,POINT(-122.423001999489 37.7767477208701),POINT(-122.422059926506 37.776998991512),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,1,16,POINT(-122.423001999489 37.7767477208701),POINT(-122.422059926506 37.776998991512),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,17,POINT(-122.422733688425 37.7764490718287),POINT(-122.423049439925 37.7768061940651),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,2,20,POINT(-122.424463224198 37.7766844176431),POINT(-122.424575299552 37.7765368994072),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,6,21,POINT(-122.424655057037 37.7768302824437),POINT(-122.424251429967 37.7768274192174),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,1,14,POINT(-122.42483021221 37.7766853906467),POINT(-122.424791932146 37.7767359131177),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,5,20,POINT(-122.425942661086 37.7765363877665),POINT(-122.426045402584 37.7766179779217),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,1,14,POINT(-122.424849741087 37.7766378002019),POINT(-122.424776896631 37.7765500656232),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,4,22,POINT(-122.425942661086 37.7765363877665),POINT(-122.426144428357 37.7765691262695),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,1,14,POINT(-122.424655057037 37.7768302824437),POINT(-122.424477914112 37.7766969111606),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,7,15,POINT(-122.426284066636 37.776333305778),POINT(-122.426150563459 37.7765657125264),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,5,22,POINT(-122.422644164838 37.7769104795419),POINT(-122.422547468909 37.7767722078427),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Dropoff,4,17,POINT(-122.42332198438 37.7768290232458),POINT(-122.423176811772 37.7770403719393),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,3,22,POINT(-122.423209475626 37.776820223827),POINT(-122.422582034041 37.7768435106485),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,3,22,POINT(-122.423209475626 37.776820223827),POINT(-122.422582034041 37.7768435106485),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,7,11,POINT(-122.421342521285 37.7772425193096),POINT(-122.422310697447 37.7770826093285),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,7,12,POINT(-122.422837470016 37.7779050262455),POINT(-122.423875539521 37.7768656767732),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,6,20,POINT(-122.423001999489 37.7767477208701),POINT(-122.422516101042 37.776969130423),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,6,20,POINT(-122.423001999489 37.7767477208701),POINT(-122.422516101042 37.776969130423),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,2,18,POINT(-122.426457490898 37.7764721777419),POINT(-122.426280437426 37.7764676061046),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Pickup,2,18,POINT(-122.426457490898 37.7764721777419),POINT(-122.426280437426 37.7764676061046),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,1,13,POINT(-122.423001999489 37.7767477208701),POINT(-122.423507511226 37.7767407754475),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,4,22,POINT(-122.426457490898 37.7764721777419),POINT(-122.425663815485 37.7767082310155),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Pickup,3,20,POINT(-122.423001999489 37.7767477208701),POINT(-122.423525398519 37.7767663169103),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,3,12,POINT(-122.425178879877 37.7765960339293),POINT(-122.425153734367 37.7765027162634),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,4,18,POINT(-122.425860917147 37.7765480088597),POINT(-122.425915614736 37.7767721807995),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,5,14,POINT(-122.424446028354 37.7766867258339),POINT(-122.424484135723 37.7768766729888),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,1,14,POINT(-122.421342521285 37.7772425193096),POINT(-122.422322017555 37.7770461947908),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Dropoff,6,21,POINT(-122.422512212463 37.7769275059873),POINT(-122.42254081512 37.7768266710287),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,6,23,POINT(-122.424726778234 37.7769542755059),POINT(-122.424723321791 37.7767259730771),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,7,22,POINT(-122.424655057037 37.7768302824437),POINT(-122.424552832644 37.7765929543011),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,5,15,POINT(-122.42401846446 37.7767878407125),POINT(-122.423954260597 37.7769130015034),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,6,21,POINT(-122.425113207741 37.7766043103469),POINT(-122.424962766548 37.7764915888587),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,7,0,POINT(-122.424261972162 37.776248177885),POINT(-122.424600013146 37.7765362047529),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,20,POINT(-122.42483021221 37.7766853906467),POINT(-122.42366849676 37.7768418970608),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,20,POINT(-122.42483021221 37.7766853906467),POINT(-122.42366849676 37.7768418970608),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,7,18,POINT(-122.426284066636 37.776333305778),POINT(-122.426288991993 37.776405798112),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Pickup,6,23,POINT(-122.422803509856 37.7769471141156),POINT(-122.423042786167 37.7769170721692),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,6,23,POINT(-122.422803509856 37.7769471141156),POINT(-122.423042786167 37.7769170721692),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,6,20,POINT(-122.426115740272 37.777481661115),POINT(-122.426223234142 37.7766135868026),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,5,20,POINT(-122.425860917147 37.7765480088597),POINT(-122.425889432481 37.7766751845954),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
